date,year,venue,venue_eng,event,event_eng,country,genre,genre_eng,artform,artform_eng,performers,performers_eng,conductor,conductor_eng,crew,crew_eng
8/19/2008,2008,Orion,Orion,Michelangelo Antonioni,Michelangelo Antonioni,ITA,elokuva,movie,,,,,,,,
8/19/2008,2008,Stoa,Stoa,Turak Théâtre: Depuis hier. Quatre habitants,Turak Theatre: Since yesterday. Four residents,FRA,nukketeatteri,puppet show,,,"Esiintyjä Michel Laubu
Avustajat Emmeline Beaussier, Charly Frénéa","Performer Michel Laubu
Assistants Emmeline Beaussier, Charly Frénéa",,,"Michel Laubu, ohjaus
Emili Hufnagel, ohjaajan avustaja
Dominique Legland, valosuunnittelu","Michel Laubu, direction
Emili Hufnagel, director's assistant
Dominique Legland, lighting design"
8/20/2008,2008,Huvila,Huvila,Ana Moura,Ana Moura,PRT,musiikki,music,"Fado, world","Fado, world",,,,,,
8/20/2008,2008,Sellosali,Cello room,Arcanto Quartet,Arcanto Quartet,GER,musiikki,music,klassinen,classic,"Viulu Antje Weithaas
Viulu Daniel Sepec
Alttoviulu Tabea Zimmermann
Sello Jean-Guihen Queyras","Violin Antje Weithaas
Violin Daniel Sepec
Viola Tabea Zimmermann
Cello Jean-Guihen Queyras",,,,
8/20/2008,2008,Huvila,Huvila,Maria Kalaniemi ja Olli Varis,Maria Kalaniemi and Olli Varis,FIN,musiikki,music,kansanmusiikki,folk music,,,,,,
8/21/2008,2008,Ateneumin taidemuseo,Ateneum Art Museum,Circo Aereo: Musta Leijona,Circo Aereo: The Black Lion,FIN,sirkus,circus,,,"Laulu Terhi Suorlahti
Tanssi ja ilma-akrobatia Mirva Mäkinen","Song Terhi Suorlahti
Dance and aerial acrobatics Mirva Mäkinen",,,"Sanna Silvennoinen, koreogafia
Juho Rahijärvi, valosuunnittelu
Kati Mantere , pukusuunnittelu
Tuomas Norvio ja Petri Tiainen, musiikki ja äänisuunnittelu","Sanna Silvennoinen, choreography
Juho Rahijärvi, lighting design
Kati Mantere, costume design
Tuomas Norvio and Petri Tiainen, music and sound design"
8/21/2008,2008,Taivallahden kenttä,Taivallahti field,Cirque Plume: Plic Ploc,Cirque Plume: Plic Ploc,FRA,sirkus,circus,,,"Esiintyjät Patrick Barbenoire, Hughues Fellot, Nicolas Boulet, Sylvaine Charrier, Pierre Kudlak, Alain Mallet, Robert Miny, Guyom Montels, Mark Pieklo, Kimberly Scully, Brigitte Sepaser, Laura Smith, Laurent Tellier","Performers Patrick Barbenoire, Hughues Fellot, Nicolas Boulet, Sylvaine Charrier, Pierre Kudlak, Alain Mallet, Robert Miny, Guyom Montels, Mark Pieklo, Kimberly Scully, Brigitte Sepaser, Laura Smith, Laurent Tellier",,,"Bernard Kudlak, ohjaus ja teksti 
Robert Miny, äänisuunnittelu ja musiikki 
","Bernard Kudlak, direction and text 
Robert Miny, sound design and music 
"
8/21/2008,2008,Huvila,Huvila,Estrella Morente,Estrella Morente,ESP,musiikki,music,"Flamenco, world","Flamenco, world",,,,,,
8/21/2008,2008,Lasipalatsin aukio,Glass palace square,Kinopiha,Kinopiha,,elokuva,movie,,,,,,,,
8/21/2008,2008,Finlandia-talo,Finlandia House,Leoš Janáček: Kuolleesta talosta,Leoš Janáček: Coal East Talosta,FIN,musiikki,music,ooppera,opera,"Radion sinfoniaorkesteri
Helsingin filharmoninen kuoro
Rooleissa Esa Ruuttunen, Tuomas Katajala, Gabriel Suovanen, Dan Karlström, Jussi Myllys, Robert Künzl, Petri Bäckström, Hannu Niemelä ja Anna Danik","Radio Symphony Orchestra
Helsinki Philharmonic Choir
Cast Esa Ruuttunen, Tuomas Katajala, Gabriel Suovanen, Dan Karlström, Jussi Myllys, Robert Künzl, Petri Bäckström, Hannu Niemelä and Anna Danik","Esa-Pekka Salonen, kapellimestari ","Esa-Pekka Salonen, conductor ","Kristiina Helin, visualisoinnin ohjaus 
Petri Ruikka, videosuunnittelu 
Visualisoinnin materiaali elokuvasta Blatnoi Mir (ohjaaja Jouni Hiltunen, kuvaaja Tahvo Hirvonen, tuottaja Illume Oy, Pertti Veijalainen)
Kuoron valmennus Hannu Norjanen","Kristiina Helin, visualization control 
Petri Ruikka, video design 
Visualization material from the film Blatnoi Mir (director Jouni Hiltunen, cinematographer Tahvo Hirvonen, producer Illume Oy, Pertti Veijalainen)
The choir is coached by Hannu Norjanen"
8/21/2008,2008,Huvila,Huvila,Timo Alakotila & Johanna Juhola Duo,Timo Alakotila & Johanna Juhola Duo,FIN,musiikki,music,"Kansanmusiikki, world","Folk music, world",,,,,,
8/22/2008,2008,Huvila,Huvila,Leningrad,Leningrad,RUS,musiikki,music,"Ska, punk","Ska, punk",,,,,,
8/22/2008,2008,,,Taiteiden yö,Night of the Arts,,kaupunkitapahtuma,city ​​event,,,,,,,,
8/22/2008,2008,Huvila,Huvila,The Valkyrians,The Valkyrians,FIN,musiikki,music,"Ska, reggae","Ska, reggae",,,,,,
8/23/2008,2008,Huvila,Huvila,Yölintu,Night bird,FIN,musiikki,music,Iskelmä,Popular song,,,,,,
8/24/2008,2008,Suomen kansallisooppera,Finnish National Opera,Dave St-Pierre Inc.: La Pornographie des Âmes,Dave St-Pierre Inc.: The Pornography of Souls,CAN,tanssi,dance,,,"Tanssi Eugénie Beaudry, Enrica Boucher, Geneviève Bélanger, Julie Carrier,KarinaChampoux, Francis Ducharme, Sarah Lefebvre, Véronique Lavallée, CamilleLoiselle-D’Aragon, Ève Pressault-Chalifoux, Julie Perron, Marie-ÈveQuilicot, Emmanuel Schwartz, Patrick Simard. 
Vaihtoehtoisesti Emmanuelle Beaudoin-Bourassa, Luc Bouchard-Boissonneault, Émilie Gilbert,Alexis Lefebvre, Gabriel Lessard, Aude Rioland, Éric Robidoux. RenaudLacelle-Bourdon, Laura Lacoste, David Laurin, Simon-Xavier Lefebvre,SophieDalès, Gaëtan Viau, Anne Thériault, Josianne Latreille","Dance Eugénie Beaudry, Enrica Boucher, Geneviève Bélanger, Julie Carrier, Karina Champoux, Francis Ducharme, Sarah Lefebvre, Véronique Lavallée, CamilleLoiselle-D'Aragon, Ève Pressault-Chalifoux, Julie Perron, Marie-ÈveQuilicot, Emmanuel Schwartz, Patrick Simard. 
Alternatively, Emmanuelle Beaudoin-Bourassa, Luc Bouchard-Boissonneault, Émilie Gilbert, Alexis Lefebvre, Gabriel Lessard, Aude Rioland, Éric Robidoux. Renaud Lacelle-Bourdon, Laura Lacoste, David Laurin, Simon-Xavier Lefebvre, Sophie Dalès, Gaëtan Viau, Anne Thériault, Josianne Latreille",,,"Dave St-Pierre, koreografia","Dave St-Pierre, choreography"
8/24/2008,2008,Temppeliaukion kirkko,Temple square church,"Kuudennen kerroksen orkesteri, Tuomas Hannikainen","Sixth floor orchestra, Tuomas Hannikainen",FIN,musiikki,music,klassinen,classic,"Solistit Mari Palo, Tiina Penttinen, Jussi Myllys, Tuomas Pursio
Tapiolan kamarikuoro
Kuoron valmennus Hannu Norjanen","Soloists Mari Palo, Tiina Penttinen, Jussi Myllys, Tuomas Pursio
Tapiola Chamber Choir
The choir is coached by Hannu Norjanen","Tuomas Hannikainen, kapellimestari
","Tuomas Hannikainen, conductor
",,
8/24/2008,2008,Stoa,Stoa,"Lasten Juhlaviikot | Käpälälauta, Teatteri Ilmi Ö","Children's Party Weeks | Käpälälauta, Theater Ilmi Ö",FIN,"teatteri, lapset","theater, children",,,"Esiintyjät: Anne Korhonen, Merja Pennanen, Outi Sädekallio, Kaisa Koskinen, Pilvi Kallio, Petri Kalliomäki (vier.), Pauli Konttajärvi (vier.)
Musiikki: Jari Rättyä ja Tuukka Långsjö","Performers: Anne Korhonen, Merja Pennanen, Outi Sädekallio, Kaisa Koskinen, Pilvi Kallio, Petri Kalliomäki (fr.), Pauli Konttajärvi (fr.)
Music: Jari Rättyä and Tuukka Långsjö",,,"Pilvi Kallio, Merja Pennanen, ohjaus
Maija Rämä /Stadia, ohjausassistentti
Jari Rättyä, käsikirjoitus
Liljana Kumpulainen, puvustus
Memmu Limnell, Juha Mustikainen, lavastus ja rekvisiitta
Outi Sädekallio, Matti Snellman, kuvat ja projisoinnit
Anne Korhonen ja työryhmä, tuotanto","Pilvi Kallio, Merja Pennanen, direction
Maija Rämä /Stadia, control assistant
Jari Rättyä, screenplay
Liljana Kumpulainen, costume design
Memmu Limnell, Juha Mustikainen, staging and props
Outi Sädekallio, Matti Snellman, pictures and projections
Anne Korhonen and work group, production"
8/24/2008,2008,Huvila,Huvila,Perhepäivä: Näppärit,Family day: Smarts,FIN,"musiikki, lapset","music, children","lastenmusiikki, kansanmusiikki","children's music, folk music",juontaja Sari Kaasinen,hosted by Sari Kaasinen,,,,
8/24/2008,2008,Sellosali,Cello room,PERUUNTUNUT: Zehetmair Quartet ,CANCELED: Zehetmair Quartet ,CHE,musiikki,music,klassinen,classic,,,,,,
8/25/2008,2008,Huvila,Huvila,"Kauko Röyhkä, Riku Mattila, Mikkelin kaupunginorkesteri","Kauko Röyhkä, Riku Mattila, Mikkeli City Orchestra",FIN,musiikki,music,rock,rock,,,,,,
8/26/2008,2008,Huvila,Huvila,Hilja Grönfors & Latzo Dinta,Hilja Grönfors & Latzo Dinta,FIN,musiikki,music,kansanmusiikki,folk music,,,,,,
8/26/2008,2008,Sibelius-akatemia,Sibelius Academy,"Winterreise, Juha Uusitalo & Marita Viitasalo","Winterreise, Juha Uusitalo & Marita Viitasalo",FIN,musiikki,music,klassinen,classic,"Baritoni Juha Uusitalo
Piano Marita Viitasalo","Baritone Juha Uusitalo
Piano Marita Viitasalo",,,,
8/26/2008,2008,Huvila,Huvila,Yasmin Levy,Yasmin Levy,ISR,musiikki,music,"World, flamenco","World, flamenco",,,,,,
8/27/2008,2008,Annantalon taidekeskus,Annantalo Art Center,Lasten Juhlaviikot | Ofelia ja Varjojen Teatteri,Children's Party Weeks | Ophelia and the Theater of Shadows,FIN,"nukketeatteri, lapset","puppet show, children",,,"Näyttelijät Teija Muurinen, Anne Lihavainen","Actors Teija Muurinen, Anne Lihavainen",,,"Iida Vanttaja, sovitus, visualisointi ja ohjaus 
Miksa Koponen, ääni- ja valosuunnittelu 
Nukketeatterikeskus Poiju","Iida Vanttaja, arrangement, visualization and direction 
Miksa Koponen, sound and light design 
Puppetry Center Poiju"
8/27/2008,2008,Aleksanterin teatteri,Alexander Theater,Tero Saarinen Company: Next of Kin,Tero Saarinen Company: Next of Kin,FIN,tanssi,dance,,,"Tanssi Henrikki Heikkilä, Carl Knif, Saku Koistinen, Ninu Lindfors, Sini Länsivuori, Maria Nurmela, Satu Halttunen 
Musiikin sävellys ja esitys Jarmo Saari ","Dance Henrikki Heikkilä, Carl Knif, Saku Koistinen, Ninu Lindfors, Sini Länsivuori, Maria Nurmela, Satu Halttunen 
Music composed and performed by Jarmo Saari ",,,"Tero Saarinen, koreografia
Mikki Kunttu, valosuunnittelu ja lavastus 
Erika Turunen, pukusuunnittelu 
Heikki Iso-Ahola, äänisuunnittelu 
Pekka Helynen, maskeeraus ja peruukit 
Satu Halttunen, koreografin assistentti ","Tero Saarinen, choreography
Mikki Kunttu, lighting design and staging 
Erika Turunen, costume design 
Heikki Iso-Ahola, sound design 
Pekka Helynen, masking and wigs 
Satu Halttunen, choreographer's assistant "
8/27/2008,2008,Huvila,Huvila,The Klezmatics,The Klezmatics,USA,musiikki,music,"Klezmer, folk, world","Klezmer, folk, world",,,,,,
8/27/2008,2008,Huvila,Huvila,Tsuumi Sound System,Tsuumi Sound System,FIN,musiikki,music,"World, kansanmusiikki","World, folk music",,,,,,
8/28/2008,2008,Huvila,Huvila,Bombay Jayashri & Avanti!,Bombay Jayashri & Avanti!,IND,musiikki,music,Taidemusiikki,Art music,,,"John Storgårds, johtaja","John Storgårds, Director",,
8/28/2008,2008,Finlandia-talo,Finlandia House,Collegium Vocale Gent & I Solisti Del Vento,Collegium Vocale Gent & The Wind Soloists,BEL,musiikki,music,klassinen,classic,,,"Philippe Herreweghe, kapellimestari","Philippe Herreweghe, chaplain",,
8/28/2008,2008,Suomen kansallisooppera,Finnish National Opera,Cullbergbaletten: As if & Walking Mad,The Cullberg ballet: As if & Walking Mad,SWE,tanssi,dance,baletti,ballet,,,,,"Johan Inger, koreografia, lavastus- ja pukusuunnittelu 
Franka Gebert, dramaturgia 
Mylla Ek, lavastus- ja pukusuunnittelu 
Erik Berglund, valosuunnittelu ","Johan Inger, choreography, stage and costume design 
Franka Gebert, dramaturg 
Mylla Ek, stage and costume design 
Erik Berglund, lighting design "
8/29/2008,2008,Finlandia-talo,Finlandia House,"Radion sinfoniaorkesteri, Sakari Oramo & Elina Vähälä (Juhlaviikkojen 40-vuotisjuhlakonsertti)","Radio Symphony Orchestra, Sakari Oramo & Elina Vähälä (Celebration Week's 40th anniversary concert)",FIN,musiikki,music,klassinen,classic,Viulu Elina Vähälä,Violin Elina Vähälä,"Sakari Oramo, kapellimestari","Sakari Oramo, conductor",,
8/29/2008,2008,Huvila,Huvila,Risto,Risto,FIN,musiikki,music,rock,rock,,,,,,
8/29/2008,2008,Huvila,Huvila,Tuomo,That's right,FIN,musiikki,music,"Soul, funk","Soul, funk",,,,,,
8/30/2008,2008,Huvila,Huvila,The Dø,The Die,FRA/FIN,musiikki,music,"Indie, pop, elektro","Indie, pop, electro",,,,,,
8/30/2008,2008,Huvila,Huvila,The Rodeo,The Rodeo,FRA,musiikki,music,Folk,Folk,,,,,,
8/31/2008,2008,Ritarihuone,Knight's room,Helsingin Barokkiorkesteri,Helsinki Baroque Orchestra,FIN,musiikki,music,klassinen,classic,,,"Sirkka-Liisa Kaakinen-Pilch, johtaja ja viulu ","Sirkka-Liisa Kaakinen-Pilch, conductor and violin ",,
8/31/2008,2008,Orion,Orion,Lasten Juhlaviikot | Lasten leffasunnuntai,Children's Party Weeks | Children's movie Sunday,,"elokuva, lapset","movie, kids",,,,,,,,
8/31/2008,2008,Huvila,Huvila,Pauli Hanhiniemi & Hehkumo,Pauli Hanhiniemi & Hehkumo,FIN,musiikki,music,"Pop, folk, rock","Pop, folk, rock",,,,,,
8/31/2008,2008,Huvila,Huvila,Vuokko Hovatta,Vuokko Hovatta,FIN,musiikki,music,Pop,Pop,,,,,,
8/13/2009,2009,Temppeliaukion kirkko & Finlandia-talo,Temppeliaukio Church & Finlandia House,"Ensemble Intercontemporain / Ircam, Pierre Boulez & Susanna Mälkki","Ensemble Intercontemporain / Ircam, Pierre Boulez & Susanna Mälkki",FRA,musiikki,music,klassinen,classic,Sopraano Barbara Hannigan (14.8.2009),Soprano Barbara Hannigan (14/08/2009),"Pierre Boulez & Susanna Mälkki, kapellimestarit","Pierre Boulez & Susanna Mälkki, conductors",,
8/14/2009,2009,Huvila,Huvila,Daniel Melingo,Daniel Melingo,ARG,musiikki,music,tango,tango,,,,,,
8/14/2009,2009,Amos Andersonin taidemuseo,Amos Anderson Art Museum,Gottberg–Kåhre Project: Eräs dialogi,Gottberg–Kåhre Project: A dialogue,FIN,kuvataide,visual arts,,,,,,,,
8/14/2009,2009,Suomen kansallisooppera,Finnish National Opera,K. Kvarnström & Co: Destruction Song,K. Kvarnström & Co: Destruction Song,FIN,tanssi,dance,,,"Tanssi Sofia Karlsson, Johanna Klint, Janne Marja-aho","Dance Sofia Karlsson, Johanna Klint, Janne Marja-aho",,,"Kenneth Kvarnström, koreografia
Cilla Olsen, koreografin assistentti
Jens Sethzman, valo- ja lavasuunnittelu 
Jukka Rintamäki, musiikki
Helena Hörstedt, puvustus
Tuottajat K. Kvarnström & Co, Norrlandsoperan
Tukijat Kulturrådet, Svenska kulturfondet","Kenneth Kvarnström, choreography
Cilla Olsen, choreographer's assistant
Jens Sethzman, lighting and stage design 
Jukka Rintamäki, music
Helena Hörstedt, costumes
Produced by K. Kvarnström & Co, Norrlandsoperan
Supporters Kulturrådet, Svenska kulturfondet"
8/14/2009,2009,Kaapelitehdas,Cable factory,"Lasten Juhlaviikot | Herra Bartokin sirkus, Circo Aereo","Children's Party Weeks | Mr. Bartok's Circus, Circo Aereo",FIN,"sirkus, lapset","circus, children",,,"Esiintyjät Jenni Kallo, Sampo Kurppa, Yrjänä Sauros","Performers Jenni Kallo, Sampo Kurppa, Yrjänä Sauros",,,"Maksim Komaro, ohjaus
Teksti Yrjänä Sauros, teksti
Kati Mantere, puvustus
 Juho Rahijärvi, valosuunnittelu
Kati Mantere, Juho Rahijärvi, visualisointi
Tuomas Norvio, äänisuunnittelu
Tuotanto Circo Aereo, Cirko Uuden Sirkuksen Keskus, Teatterimuseo","Maksim Komaro, direction
Text by Yrjänä Sauros, text
Kati Mantere, costumes
 Juho Rahijärvi, lighting design
Kati Mantere, Juho Rahijärvi, visualization
Tuomas Norvio, sound design
Production Circo Aereo, Cirko Uuden Circus Center, Theater Museum"
8/14/2009,2009,Espoon kulttuurikeskus,Espoo cultural center,"Lasten Juhlaviikot | Pessi ja Illusia, Tanssiteatteri Glims & Gloms","Children's Party Weeks | Pessi and Illusia, Dance Theater Glims & Gloms",FIN,"tanssi, lapset","dance, children",,,"Tanssi Iona Kenova, Saku Koistinen, Jouni Majaniemi, Kaisa Niemi, Ville Oinonen, Terhi Vaimala
Musiikki Ahti Sonninen","Dance Iona Kenova, Saku Koistinen, Jouni Majaniemi, Kaisa Niemi, Ville Oinonen, Terhi Vaimala
Music by Ahti Sonninen",,,"Tuomo Railo, koreografia
Tuomo Railo, akvarellit
Metti Nordin, lavastus
Marja Uusitalo, puvustus
Pasi Pehkonen, valosuunnittelu","Tuomo Railo, choreography
Tuomo Railo, watercolors
Metti Nordin, staging
Marja Uusitalo, costume design
Pasi Pehkonen, lighting design"
8/14/2009,2009,Huvila,Huvila,Pipoka Trio,Pipoka Trio,FIN,musiikki,music,"World, jazz","World, jazz",,,,,,
8/15/2009,2009,Huvila,Huvila,Joshua Redman Trio,Joshua Redman Trio,USA,musiikki,music,jazz,jazz,,,,,,
8/15/2009,2009,Huvila,Huvila,Verneri Pohjola & Aurora,Verneri Pohjola & Aurora,FIN,musiikki,music,jazz,jazz,,,,,,
8/16/2009,2009,Huvila,Huvila,Buika,Open,ESP,musiikki,music,"World, jazz, latin","World, jazz, latin",,,,,,
8/16/2009,2009,Huvila,Huvila,Hereä,Here,FIN,musiikki,music,"World, jazz, kansanmusiikki","World, jazz, folk music",,,,,,
8/16/2009,2009,Gloria,Gloria,Meta4,Meta4,FIN,musiikki,music,klassinen,classic,"Viulu Antti Tikkanen
Viulu Minna Pensola
Alttoviulu Atte Kilpeläinen
Sello Tomas Djupsjöbacka","Violin Antti Tikkanen
Violin Minna Pensola
Viola Atte Kilpeläinen
Cello Tomas Djupsjöbacka",,,,
8/17/2009,2009,Helsingin kaupungintalo,Helsinki City Hall,Kamarimusiikkia kaupungintalolla I,Chamber music at the town hall I,FIN,musiikki,music,klassinen,classic,"Linda Hedlund, viulu (Testore 1730) 
Risto-Matti Marin, piano","Linda Hedlund, violin (Testore 1730) 
Risto-Matti Marin, piano",,,,
8/17/2009,2009,Huvila,Huvila,Kaspar,Kaspar,FIN,musiikki,music,"Folk, rock, pop","Folk, rock, pop",,,,,,
8/17/2009,2009,Huvila,Huvila,Wilco,Wilco,USA,musiikki,music,"Rock, alternative, folk","Rock, alternative, folk",,,,,,
8/18/2009,2009,Helsingin kaupungintalo,Helsinki City Hall,Kamarimusiikkia kaupungintalolla II,Chamber music at the town hall II,FIN,musiikki,music,klassinen,classic,"Sello Samuli Peltonen (Grancino 1698)
Piano Anna-Mari Murdvee
Sello Tuomas Lehto (Lupot 1795)
Piano Roope Gröndahl","Cello Samuli Peltonen (Grancino 1698)
Piano Anna-Mari Murdvee
Cello Tuomas Lehto (Lupot 1795)
Piano Roope Grondahl",,,,
8/18/2009,2009,Huvila,Huvila,L'Orchestra di Piazza Vittorio,The Orchestra of Piazza Vittorio,ITA,musiikki,music,world,world,,,,,,
8/18/2009,2009,Orion,Orion,Nagisa Oshima -retrospektiivi,Nagisa Oshima retrospective,JPN,elokuva,movie,,,,,,,,
8/18/2009,2009,Huvila,Huvila,Sväng,Turn,FIN,musiikki,music,"World, kansanmusiikki","World, folk music",,,,,,
8/18/2009,2009,Stoa,Stoa,"Teatteri Jalostamo: Iik, hammaspeikko","Teatteri Jalostamo: Iik, the tooth troll",FIN,teatteri,theater,,,"Rooleissa Teemu Forss, Mervi Takatalo, Antti Korhonen, Elisa Salo","In the roles Teemu Forss, Mervi Takatalo, Antti Korhonen, Elisa Salo",,,"Seppo Honkonen, ohjaus
Elisa Salo, teksti
Tiina Hauta-Aho, lavastus
Tukija Taiteen keskustoimikunta","Seppo Honkonen, direction
Elisa Salo, text
Tiina Hauta-Aho, staging
Sponsored by the Central Commission for the Arts"
8/18/2009,2009,Orion,Orion,Vasili Šukšin -elokuvat,Vasili Shukshin films,RUS,elokuva,movie,,,,,,,,
8/19/2009,2009,Huvila,Huvila,Johanna Iivanainen & 1N,Johanna Iivanainen & 1N,FIN,musiikki,music,"Pop, jazz","Pop, jazz",,,,,,
8/19/2009,2009,Huvila,Huvila,Katri Helena,Katri Helena,FIN,musiikki,music,Iskelmä,Popular song,,,,,,
8/19/2009,2009,Sellosali,Cello room,Quatuor Diotima,Four Diotima,FRA,musiikki,music,klassinen,classic,"Viulu Naaman Sluchin
Viulu Yun-Peng Zhao
Alttoviulu Franck Chevalier
Sello Violoncello Pierre Morlet","Violin Naaman Sluchin
Violin Yun-Peng Zhao
Viola Franck Chevalier
Cello Violoncello Pierre Morlet",,,,
8/20/2009,2009,Helsingin kaupungintalo,Helsinki City Hall,Kamarimusiikkia kaupungintalolla III,Chamber music at the town hall III,FIN,musiikki,music,klassinen,classic,"Viulu Antti Tikkanen (Stradivarius 1702)
Piano Anna Laakso","Violin Antti Tikkanen (Stradivarius 1702)
Piano Anna Laakso",,,,
8/20/2009,2009,Lasipalatsin aukio,Glass palace square,Kinopiha 20.-22.8.,Sunday 20.-22.8.,,elokuva,movie,,,,,,,,
8/20/2009,2009,Huvila,Huvila,Kuukumina,Pour it out,FIN,musiikki,music,"Latin, afro","Latin, Afro",,,,,,
8/20/2009,2009,Huvila,Huvila,Sierra Maestra,Sierra Maestra,CUB,musiikki,music,latin,Latin,,,,,,
8/21/2009,2009,Huvila,Huvila,Axl Smith Live with The Higher Ground Movement,Axl Smith Live with The Higher Ground Movement,FIN,musiikki,music,"Soul, funk, gospel","Soul, funk, Gospel",,,,,,
8/21/2009,2009,Huvila,Huvila,Janna feat. Conscious Youths,Janna feat. Conscious Youths,FIN,musiikki,music,"Soul, R&B, hiphop","Soul, R&B, hip-hop",,,,,,
8/21/2009,2009,Orion,Orion,Masaki Kobayashi: Ihmisen kohtalo,Masaki Kobayashi: Human Destiny,JPN,elokuva,movie,,,,,,,,
8/21/2009,2009,Suvilahti,Suvilahti,Nhá hát Múa roi Viet Nam: Vietnamilainen vesinukketeatteri,Vietnamese Roi Dance Theater: Vietnamilainen vesinukketeatteri,VNM,nukketeatteri,puppet show,,,The Vietnam Puppetry Theatre,The Vietnam Puppetry Theatre,,,,
8/21/2009,2009,Finlandia-talo,Finlandia House,Philharmonia Orchestra,Philharmonia Orchestra,GBR,musiikki,music,klassinen,classic,Piano Yefim Bronfman ,Piano Yefim Bronfman ,"Esa-Pekka Salonen, kapellimestari","Esa-Pekka Salonen, conductor",,
8/21/2009,2009,,,Taiteiden yö,Night of the Arts,,kaupunkitapahtuma,city ​​event,,,,,,,,
8/22/2009,2009,Huvila,Huvila,Ane Brun,Ane Brun,NOR,musiikki,music,"Pop, folk","Pop, folk",,,,,,
8/22/2009,2009,Finlandia-talo,Finlandia House,Philharmonia Orchestra,Philharmonia Orchestra,GBR,musiikki,music,klassinen,classic,Viulu Leila Josefowicz ,Violin Leila Josefowicz ,"Esa-Pekka Salonen, kapellimestari","Esa-Pekka Salonen, conductor",,
8/22/2009,2009,Huvila,Huvila,The Tallest Man on Earth,The Tallest Man on Earth,SWE,musiikki,music,"Folk, pop","Folk, pop",,,,,,
8/23/2009,2009,Huvila,Huvila,10+10 Maija Vilkkumaan juhlakonsertti,10+10 Maija Vilkumaa's celebration concert,FIN,musiikki,music,"pop, rock","pop, rock","Maija Vilkkumaa, Tarharyhmä & Hunajamelonit","Maija Vilkkumaa, Tarharymma & Honey Melons",,,,
8/23/2009,2009,Temppeliaukion kirkko,Temple square church,Kuudennen kerroksen orkesteri: Armfeltin tarina,The Sixth Floor Orchestra: The Armfelt Story,FIN,musiikki,music,klassinen,classic,"Klarinetti Asko Heiskanen
Roolissa Timo Torikka","Clarinet Asko Heiskanen
Timo Torikka in the role","Tuomas Hannikainen, kapellimestari","Tuomas Hannikainen, conductor",,
8/23/2009,2009,Suomen kansallisooppera,Finnish National Opera,"Lasten Juhlaviikot | Peppi Pitkätossu, Compañia Kaari Martin","Children's Party Weeks | Peppi Longstocking, Compañia Kaari Martin",FIN,"tanssi, lapset","dance, children",,,"Esiintyjät Katerina Giannakopoulou, Katja Lundén, Kaari Martin, Roni Martin, Rafael Jiménez ""Falo"" ja Juan Antonio Suárez ""Cano"", Mariana Colladolla, Maija Lepistö","Performers Katerina Giannakopoulou, Katja Lundén, Kaari Martin, Roni Martin, Rafael Jiménez ""Falo"" and Juan Antonio Suárez ""Cano"", Mariana Colladolla, Maija Lepistö",,,"Kaari Martin, koreografia
Rosa Liksom, visualisointi
Roni Martin, sävellys
Erika Turunen, pukusuunnittelu
Mikki Kunttu, valosuunnittelu
Aino Halonen, tuotanto","Kaari Martin, choreography
Rosa Liksom, visualization
Roni Martin, composition
Erika Turunen, costume design
Mikki Kunttu, lighting design
Aino Halonen, production"
8/23/2009,2009,Huvila,Huvila,Maija Vilkkumaa,Maija Vilkkumaa,FIN,musiikki,music,"pop, rock","pop, rock",,,,,,
8/24/2009,2009,Huvila,Huvila,Elävien runoilijoiden ilta,An evening of living poets,USA,"runous, musiikki","poetry, music",Jazz,Jazz,"Dmitri Bykov, Ron Padgett, Rakel Liehu, Kaisa Ijäs, Henriikka Tavi ja Risto Oikarinen
Musiikki Verneri Pohjola ja Joonas Riippa","Dmitri Bykov, Ron Padgett, Rakel Liehu, Kaisa Ijäs, Henriikka Tavi and Risto Oikarinen
Music by Verneri Pohjola and Joonas Riippa",,,,
8/24/2009,2009,Helsingin kaupungintalo,Helsinki City Hall,Kamarimusiikkia kaupungintalolla IV,Chamber music at the town hall IV,FIN,musiikki,music,klassinen,classic,"Viulu Terhi Paldanius (Pierre & Hippolyte Silvestre 1843)
Piano Roope Gröndahl","Violin Terhi Paldanius (Pierre & Hippolyte Silvestre 1843)
Piano Roope Grondahl",,,,
